name,wins,byes,rank,faction,points,totalhealth,totalmainattack,totalagility,totalupgradecount,totaluselesscount,totaluselesscost,shipcount,handicap,avginitiative,url
Luke Sunol,1,0,256,firstorder,200,15,8,8,11,1,1,3,1,5.0,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383X181W206W99W166Y243X116WW99WW113W236Y382X181W178WW164&sn=Luke%20Sunol%20JTO&obs=gascloud1,gascloud2,gascloud3"
Neil Photay 'Gremz',1,0,256,rebelalliance,199,25,9,4,6,0,0,3,1,3.6666666666666665,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z46XWW56WWW156Y392XWWW137W65WWW81WY8XWWWW142&sn=Neil%20Photay%20JTO&obs=yt2400debris1,vt49decimatordebris1,vt49decimatordebris2"
Nick Worsley,1,0,256,resistance,200,30,10,7,2,0,0,4,0,3.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z270X133WWW186Y295XWWWWWWY244XWWWWWWWY345XWWW&sn=Nick%20Worsley%20JTO&obs=
Don Walker,1,0,256,galacticrepublic,198,25,8,7,5,0,0,4,2,3.5,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z273X72WW200WY363X137WW253WW317WY332XWWWY361XWWWWW&sn=Don%20Walker%20JTO&obs=gascloud4,gascloud5,gascloud6"
BazAvJoes,1,0,256,galacticempire,199,30,10,10,8,0,0,5,1,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z189XWW102WWWY161X116WW135WWWY189X115WW101WWWY163XW240WW102WWY206XWWWW70WW&sn=Barrie%20Robertson%20JTO&obs=
David Burger ,1,0,256,rebelalliance,197,32,11,5,4,0,0,4,3,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z6XWWWW142Y55X132WWY25XWWW3WWWY63XW113WWWWWW&sn=David%20Burger%20JTO&obs=
Jared M. Paul,1,0,256,galacticempire,200,23,9,10,5,0,0,4,0,3.75,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175X126W113W311WY196XWW12WY187XW137WWWWY208XWWWWWW&sn=Jank%20Tank%20Open%20Imperial%20Squad&obs=gascloud4,gascloud5,gascloud6"
Christian Bonet,1,0,256,rebelalliance,199,27,8,4,6,0,0,3,1,5.0,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z69X256WW164W5W167Y42XWWWW56WWWY75XWW232WWWW&sn=Christian%20Bonet%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Joseph Hegeman,1,0,256,firstorder,200,16,8,8,9,0,0,3,0,4.666666666666667,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z243X123W318W101WW112WY384X122WW99W165Y382X124WWW165&sn=Joseph%20Hegeman%20JTO&obs=coreasteroid5,core2asteroid3,core2asteroid5"
Brad Smith / Corrvan,1,0,256,galacticrepublic,200,28,10,6,5,0,0,4,0,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z274X75WW201WY364X120W138WWWW316WY315XWWY342XWWWWW&sn=Brad%20Smith%20JTO&obs=
Jan Ullerup,1,0,256,scumandvillainy,198,29,11,10,10,0,0,5,2,3.0,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z96XY93X125W30WY154XWWW22WW79W93WW150Y142X206WW317W93WY132XWW13&sn=Jan%20Ullerup%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Carlo Veltri,1,0,256,resistance,200,29,9,8,8,0,0,4,0,3.5,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z244XWW30W245W189WW164W193Y239X122W124WWY380XWWW165WWY380XWWWWW&sn=Carlo%20Veltri%20JTO&obs=coreasteroid0,vt49decimatordebris2,core2asteroid0"
Matthew Kreiner,1,0,256,rebelalliance,199,25,9,9,8,0,0,4,1,3.0,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z51X115W119WY13X126W106Y72XW35WWW167Y43XW101WW52WWWW&sn=Matthew%20Kreiner%20JTO&obs=coreasteroid3,coreasteroid4,coreasteroid5"
Aaron Troeger,1,0,256,firstorder,197,26,11,9,7,1,1,4,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X115WW108Y397X181WWW182W240WY288X202WWWWWWWY383X127WWW&sn=Aaron%20T%20Jank%20Tank&obs=
Aaron DePiano,1,0,256,galacticrepublic,196,27,10,7,4,0,0,4,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z338X116WWWWW166Y313XW252WWY322XWW2WY341XWWWW&sn=Unnamed%20Squadron&obs=
Chris Daykin,1,0,256,galacticrepublic,200,25,9,7,9,2,2,4,2,2.5,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321XWY361X137W135WWW70W164Y278X73WW201W236Y330X240WW136&sn=Chris%20Daykin%20JTO&obs=gascloud1,gascloud2,gascloud3"
Michael Gemme,1,0,256,galacticempire,197,21,12,13,8,2,2,5,5,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z163X122W113WWW108W144W11Y201XW111WW236Y182XWY225X122WY223XW&sn=BobbySapphire%20JTO&obs=
Carson Hopper,1,0,256,rebelalliance,198,28,8,5,2,0,0,3,2,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z45XWWWWWWY21XWWWWY18XWWW81W46WWW&sn=Carson%20Hopper%20JTO&obs=
Timanseb,1,0,256,resistance,193,24,9,8,8,0,0,4,7,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z351XW206WW136WWW205W247Y300XWWW186Y252XWWW175WW171WY379XW191WWWW&sn=Timanseb%20JTO&obs=
Kevin,1,0,256,firstorder,199,20,10,11,6,0,0,4,1,2.75,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259XW99WW240WY284XW202WW101Y382X126WW99WY290XW&sn=Kevin%20JTO&obs=coreasteroid5,yt2400debris2,gascloud5"
Claude Matte,1,0,256,galacticempire,199,21,11,9,5,2,7,4,8,3.75,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z201X126W114WW108Y181X126WWY183XWWWY176XWW105&sn=Korp%20Reideick%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
"Luke  ""Lu the Lunatic"" Wilkie ",1,0,256,resistance,200,33,10,6,5,0,0,4,0,2.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z348XWW106Y245X122WWWWWWWY291XW206WW174WWWWY379XW188WWWW&sn=Luke%20Wilkie%20JTO&obs=
Eric Small,1,0,256,scumandvillainy,197,20,10,10,5,0,0,4,3,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141X206W37WWWY147XW240WWW163WY151XWWWY93XW61W&sn=Eric%20Small%20JTO&obs=
Blake McDaniel,1,0,256,scumandvillainy,200,25,10,10,0,0,0,4,0,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z82XWWWWWWWY97XWY158XWWWY117XWWWWWWW&sn=Blake%20McDaniel%20JTO&obs=
Matt Petit,1,0,256,scumandvillainy,199,30,11,9,12,1,1,5,2,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141XW45WW92W236Y144XW137WW83W69WW110W149WW8Y158X125WWWY249X115WY87XW137WWWWWW&sn=Matt%20Petit%20JTO&obs=
J Witherspoon,1,0,256,rebelalliance,199,22,10,9,7,0,0,4,1,3.0,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z24XW134W5W105Y14XWY73XW112W232WWWW313Y48XWW46WWW&sn=John%20Witherspoon%20JTO&obs=coreasteroid4,coreasteroid5,core2asteroid5"
Erik Sorensen,1,0,256,galacticrepublic,192,23,9,8,9,1,1,4,9,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z278X203W5W201W106Y321XWY360XW138WWWW70WY276X73W226W200W&sn=Random%20Squad&obs=
Catherine Nyxsera,1,0,256,firstorder,197,30,10,4,6,0,0,3,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z397X118WW99WW240WY238XWW194WWWWWY251X206WWWWW10WW&sn=CatherineNyxsera%20JTO&obs=
Sam Dameron,1,0,256,firstorder,198,22,9,10,6,1,1,4,3,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385XWWW182WW108Y285XW206WWWWY233X124W177WY286X178WW&sn=Sam%20Dameron%20JTO&obs=
Mark Argente,1,0,256,galacticempire,198,25,11,8,8,0,0,4,2,2.75,
Ulie ,1,0,256,scumandvillainy,196,23,10,9,4,0,0,4,4,4.25,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z147X125WWWW163WY109XWWWWW155WY132XWW13Y398XWWW&sn=Ulrick%20Therrien%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
raymondliong,1,0,256,rebelalliance,198,22,10,6,4,0,0,3,2,3.6666666666666665,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z39XWWW44WW157WY66XWWWW167Y34XWWWWW140W&sn=mrdeeds%20list&obs=yt2400debris0,yt2400debris1,yt2400debris2"
Ryan Staniszewski,1,0,256,firstorder,199,20,10,11,4,0,0,4,1,4.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385X115W202W99WW113WY233XWWY287XWWWY383XWWW&sn=Ryan%20Staniszewski%20JTO&obs=
Liritar5203,1,0,256,galacticempire,194,34,11,10,3,0,0,5,6,2.4,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XW102WWWWWY178XWWY208XWWWWWWY165XWW38W14WWY164XWWWW&sn=Evan%20Caldwell&obs=yt2400debris2,core2asteroid4,core2asteroid5"
Chandler H.,1,0,256,separatistalliance,192,21,13,12,7,0,0,5,8,3.2,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344XW223WW229Y343XW208WY357X127W133Y353X116Y310X100WW&sn=Chandler%20Ha-%20JTO&obs=
Howard Benensky,1,0,256,rebelalliance,199,31,10,6,5,0,0,4,1,2.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z64XW113W138WWWWWY18XW100WW86W54WWWY13XWY72XWWWW&sn=Howard%20Benensky%20JTO&obs=
Davin Felth,1,0,256,scumandvillainy,200,34,14,11,7,0,0,6,0,2.3333333333333335,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z145XW138WW88W69W71WW149W114W6Y304XY158XWWWY130XWWWWWY158XWWWY96X&sn=DavinFelth%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Jason Lao,1,0,256,resistance,200,27,10,8,5,0,0,4,0,3.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z293XWWW88WW67WWY253XWWW175WW171WY239XWWWY350XWW54W&sn=i%20ncant%20thngink&obs=
Greg Jones,1,0,256,separatistalliance,199,23,12,11,5,0,0,5,1,3.0,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306X124WW207WY328XW223W164WY311XWWY358XWY329XW224WWW&sn=geedogjonesjto&obs=coreasteroid5,vt49decimatordebris2,gascloud1"
Rhys James,1,0,256,scumandvillainy,197,25,8,5,12,0,0,3,3,3.3333333333333335,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z90X122W102W36W63W79W93W107WY109XWWW95W103W155WY150XW112W134WW&sn=Rhys%20James%20JTO&obs=yt2400debris0,yt2400debris2,vt49decimatordebris1"
Jeff McClain,1,0,256,galacticrepublic,200,22,8,8,10,1,1,4,1,3.0,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X102WY314X73W6W200WY332X123W112W241W234Y363X138WWW2WW&sn=Jeff%20McClain%20JTO&obs=coreasteroid2,coreasteroid3,coreasteroid5"
Lachlan Moore,1,0,256,scumandvillainy,200,22,10,10,5,0,0,4,0,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z151XWWWY136X131WW134Y85XW137WWWWW93WY149XW111WWW&sn=Lachlan%20Moore%20JTO&obs=
Aaron Thatcher,1,0,256,rebelalliance,200,28,12,10,3,0,0,5,0,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z59XWWWY52XWWY29XW138WW0WWW90Y53XWY65XWWWW&sn=Aaron%20Thatcher%20JTO&obs=
Andrew Bunn,1,0,256,firstorder,199,16,8,8,10,1,2,3,3,5.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z287X319W202W234W102Y243X319W202W99W88W111WY382XWW101W&sn=Andrew%20Bunn%20JTO&obs=
E Cannon,1,0,256,resistance,200,31,10,6,7,0,0,4,0,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z293XWW53W187WW70WWY346XWWW54WW190W106Y257XWWW175WWWY349XWWW&sn=Fan%20Kiyoshi%20JTO&obs=
Ashok Photay ,1,0,256,firstorder,199,18,9,11,4,0,0,4,1,5.25,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z381XWWWY266XW206WY233XWWY385X119W206WW182WW&sn=FO%20Mugs%20JTO&obs=coreasteroid0,core2asteroid0,core2asteroid2"
Brendon Osmann-Deyman,1,0,256,scumandvillainy,194,23,10,8,2,0,0,4,6,4.0,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141X206W45WWWY113XWWWWWWY129XWWWWWY97XW&sn=Unnamed%20Squadron&obs=coreasteroid5,core2asteroid4,core2asteroid5"
JERRY HOULT,1,0,256,firstorder,199,26,10,9,9,0,0,4,1,2.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z288X318WW30W194WW11W240WY235X181W206WY397XWW101W182WWY268XW&sn=Jerry%20Hoult%20JTO&obs=
Shawn Ramberg,1,0,256,rebelalliance,200,21,9,10,7,0,0,4,0,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23XWW234W7WY25X132W138W135W4WWWY50X256WWY16X&sn=Shawn%20Ramberg%20JTO&obs=
"Jonathan ""NaKoaLani"" Goeres",1,0,256,galacticempire,200,23,8,5,9,0,0,3,0,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X122W82W68WY215X124W234W60W61WWW317WW147Y228X&sn=Jonathan%20Goeres%20JTO&obs=
Hunter Borys,1,0,256,rebelalliance,200,27,10,6,5,0,0,4,0,3.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z20X134W99WWWW235WWY12XWWWWW142Y58XWWWY55XW99W&sn=Hunter%20Borys%20JTO&obs=
Mike Spin,1,0,256,rebelalliance,197,22,10,9,4,0,0,4,3,4.0,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z21XWWW2WY54XWWY55X122WWY36XWW46WWW140&sn=Unnamed%20Squadron&obs=core2asteroid0,gascloud1,gascloud2"
David Welman,1,0,256,scumandvillainy,199,22,8,6,9,0,0,3,1,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z119XWW91WW165WY230X53WWW109WWY106X256W10W311WWW96WW153W&sn=David%20Welman%20JTO&obs=
Jordan Klein,1,0,256,rebelalliance,199,21,9,8,10,0,0,4,1,3.5,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z27XW138W136W6W166W70WY2X133W136W7W106W142Y55XWWY14XW&sn=JKLOL%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Sean Pohl,1,0,256,galacticempire,199,17,9,11,8,0,0,4,1,4.5,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z199X128W112WW164Y174X125W113W98WY224X132WY218XW249&sn=Sean%20Pohl%20JTO&obs=gascloud4,gascloud5,gascloud6"
Nemes Balázs,1,0,256,resistance,198,21,7,6,13,0,0,3,2,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z380X102W197W94W109W104W315Y270X123W124W98WY245X256WW173W191WWWW193&sn=Nemes%20Bal%C3%A1zs%20JTO&obs=
Jonathan Beattie,1,0,256,rebelalliance,199,33,12,7,4,0,0,5,1,3.4,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z29XWWWW164WWY25XW138WWWWWY68XWW137WY26XWWWWW70WY67XWWWW&sn=Jonathan%20Beattie%20JTO&obs=
Jared Mackert,1,0,256,resistance,198,31,9,4,7,0,0,3,2,3.3333333333333335,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z389XWW206WW90WWWW106Y291XWW188WWW67WWY252XW195WW175WWW&sn=Random%20Squad&obs=
Dale Capron,1,0,256,rebelalliance,199,23,8,6,11,0,0,3,1,3.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z44XW102W84W54WW110W108WY12X93W131WWW165W142Y13X125W106&sn=Dale%20Capron%20JTO&obs=
Matt Nute,1,0,256,galacticrepublic,194,22,8,8,8,0,0,4,6,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z332X133W113W233W136Y323XW252WY364XW138WWWWWY275X203W214WW&sn=Matt%20Nute%20JTO&obs=
Alex Pavloff,1,0,256,galacticrepublic,194,27,9,6,7,0,0,4,6,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z317X122W100WY342X124W135WWWWY359X203WW135WW5WWY321XW&sn=Alex%20Pavloff%20(XPav)%20JTO&obs=
Brian Webb,0,0,512,rebelalliance,198,18,10,10,3,0,0,4,2,3.75,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z46XW69WWWW156Y66XWWWWY21XWWW4WY15X&sn=Brian%20Webb%20JTO&obs=yt2400debris2,core2asteroid3,gascloud6"
Ted Traini,0,0,512,resistance,200,26,10,7,9,0,0,4,0,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z351XWWWW54WWW109Y298X118WWW175W206W171W232Y256XW195WW175WWWY345XWWW&sn=Armytuba%20JTO&obs=
Daniel Leon,0,0,512,galacticempire,199,19,10,9,8,1,1,4,2,3.5,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z204X133WW98WWWWWY180XW249W108Y395XWW70WY203XW136W311WWWWW106&sn=Janks%20a%20Ton&obs=coreasteroid5,yt2400debris2,core2asteroid5"
Geoff Frost,0,0,512,galacticrepublic,199,24,9,7,12,2,2,4,3,2.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z276X203W252W201W236Y362XW137W234W88W254W70W108Y317X115WWY318XWW108&sn=Geoff%20Frost%20JTO&obs=
Zach RIghetti,0,0,512,scumandvillainy,199,27,11,11,4,0,0,5,1,3.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z122XWWW166WY249X121WY118X234WWWWWWY93XWWY140XWWW70WW&sn=Zach%20Righetti%20JTO&obs=
Robin Farndon,0,0,512,galacticrepublic,198,24,9,7,7,0,0,4,2,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z319X102WY333XW113W2W234Y280X136W54WWWY321XW106&sn=Robin%20Farndon%20JTO&obs=
Adam Elleston,0,0,512,rebelalliance,196,25,7,5,8,0,0,3,4,4.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z393XW99W81W21WWWW154Y17XW97WW88WW317WW104Y13XW&sn=Helpme87%20JTO&obs=
RonPon (Ronny Gjendemsjø),0,0,512,galacticrepublic,197,24,9,7,10,0,0,4,3,2.75,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z319X100W106Y314X75W6W201W166Y362XW138WW76WW69WY320X116WW&sn=Ronny%20Gjendemsj%C3%B8%20JTO&obs=gascloud2,gascloud3,gascloud5"
Not MHolland,0,0,512,rebelalliance,196,22,9,5,6,0,0,3,4,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z56X122W99W106Y39X133WWWWW157WY60X54WW&sn=Pbpancho%27s%20Jank&obs=
Christian Krogager Jespersen,0,0,512,firstorder,200,22,12,14,1,0,0,5,0,2.8,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XWY382X319WWWY381XWWWY259XWWWWY269XW&sn=CK_Jespersen_JTO&obs=coreasteroid0,coreasteroid1,coreasteroid2"
Rhett Eldred,0,0,512,rebelalliance,199,28,10,9,4,0,0,4,1,2.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z32X130WWWWW140Y52XWWY45XWW58WW107WWY16X&sn=Rhett%20Eldred%20JTO&obs=
Ben Worth,0,0,512,rebelalliance,200,29,9,5,5,1,2,4,2,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z55XWWY17XWWWWW235WWY26XWW136WW105WW88Y59XW19WW&sn=Ben%20Worth%20JTO&obs=
EthanRequardt,0,0,512,galacticempire,200,29,8,5,2,0,0,3,0,4.333333333333333,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z214XWWWWWW316WWY196XWWWY207XWW100WWWWW&sn=Ethan421%20JTO&obs=
Alex De Rosa,0,0,512,firstorder,195,30,11,5,5,1,1,3,6,2.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z288X177WWWWWWWY288X186WWWWWWW108Y283X126W177WW&sn=Shadow%20Boxing%20JTO&obs=
Evan Claassen,0,0,512,scumandvillainy,200,32,12,7,2,0,0,4,0,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z122XWWWWY110XWWWWWY111XWW96WWY84XWWWW69WWW&sn=Evan%20Claassen%20jto&obs=
Boldrin,0,0,512,scumandvillainy,197,26,10,9,6,0,0,4,3,2.75,https://launch-bay-next.herokuapp.com/print?lbx='New%20Squadron'.197.3.0.(56.443).(9.164.(8.383).(12.395)).(3.179.(2.252)).(24.212.(8.356).(13.287).(14.297))
JM (aka nutano),0,0,512,resistance,199,31,10,7,2,0,0,4,1,3.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XWW231WWWWWY245XWWWWWWWY301XWWY350XWW54W&sn=JM%20JTO&obs=
Ryan Costello,0,0,512,firstorder,200,20,11,12,1,0,0,4,0,3.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z266XWWY283XWWWY386X186WWY384XWWW&sn=Ryan%20Costello%20JTO&obs=
John McDermid,0,0,512,scumandvillainy,189,24,9,8,7,0,0,4,11,2.75,
Scott Canham,0,0,512,rebelalliance,199,29,10,4,5,2,3,3,4,1.3333333333333333,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z72XW46WW2WY64X134WWWWW236W88WY41XWWWWW&sn=designflaw%20JTO&obs=
JonBabcock,0,0,512,firstorder,193,22,9,6,6,0,0,3,7,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259XWWWWY251X318W185W184WWW232WWY382X319W178WW&sn=Jon%20Babcock%20JTO&obs=
Marek Marcinkiewicz,0,0,512,scumandvillainy,195,29,13,9,5,0,0,5,5,3.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z158XWWWY110XWW55W96WW155WY121X118WW93WWWY122XWWWWY157XWWW&sn=Random%20Squad&obs=
Brian Walling,0,0,512,rebelalliance,200,30,9,7,5,0,0,4,0,2.25,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z20X135W97WWWW71W69WY45XWW51WWWWY53XWY54XWW&sn=Brian%20Walling%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
MistbornJedi,0,0,512,resistance,199,23,7,5,13,1,1,3,2,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z352XW13W134W245W54W205W236Y295XW242W30WW95W103W193Y239X132WWW198&sn=MistbornJedi%20JTO&obs=
Joe Detchemendy,0,0,512,scumandvillainy,199,25,12,12,4,0,0,5,1,3.2,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z120XWW93WWWY150XWWWW163WY94X127WWY141XWWWW106Y133XWW&sn=Joe%20Detchemendy%20JTO&obs=coreasteroid5,gascloud2,gascloud5"
Des Darklighter,0,0,512,galacticempire,199,31,9,3,7,1,3,3,4,3.6666666666666665,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z165XWW15W26W165WY396X133WW60WWWW71W249WY212XWWW&sn=Des%20Darklighter%20JTO&obs=
Brack Lee,0,0,512,galacticempire,195,18,8,5,10,1,2,3,7,4.333333333333333,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X132WW70WY191XW134W101WWW68WW110Y201X124W113W82W166&sn=Brack%20Lee%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Richard Hines,0,0,512,firstorder,199,22,9,10,7,0,0,4,1,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242XWWWWWY283XWWW102Y243X319W202W100W182WW166Y265X202W&sn=Richard%20Hines%20JTO&obs=
Tyler Duree,0,0,512,scumandvillainy,198,24,11,11,11,0,0,5,2,3.2,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z109XW240W42W95W164W155W13Y156X133W100W92W109Y93XW62WY247XWY248XW&sn=Tyler%20Duree%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Ed Gold,0,0,512,rebelalliance,196,23,8,6,8,0,0,3,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z40X98WWWW93Y50X123W117WY20X136WWWW57W317WW104&sn=Ed%20Gold%20JTO&obs=
Joe Vincent,0,0,512,galacticrepublic,198,24,9,7,5,1,1,4,3,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z330X240WWY339XWW225W2W236Y322XWWW234Y332XWWW&sn=Joe%20Vincent%20JTO&obs=
Akhter Khan,0,0,512,galacticrepublic,198,21,8,9,4,0,0,4,2,5.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z359XWW135WW214WWY275XWW200WY312XWWW166Y316XWW&sn=Akhter%20Khan%20JTO&obs=
Bradley Ho,0,0,512,rebelalliance,200,24,8,4,11,1,3,3,3,3.0,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z72X125WWW4W167Y63X134W111W138W19W59WW76W148Y69XW46WWW&sn=Bradley%20Ho%20JTO&obs=gascloud1,gascloud2,gascloud3"
Andrew steel,0,0,512,resistance,199,29,9,6,5,0,0,4,1,3.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z349XW178WWY352XWW234WWWWY377X132WWWWWWY246XW102WWW187WWW&sn=andy%20steel%20JTO&obs=core2asteroid0
James Ritter,0,0,512,separatistalliance,200,28,11,6,4,0,0,4,0,2.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z310X101W208WY307XWWY336XW234WWWWWWY272XWWW217WWWWW&sn=James%20Ritter%20JTO&obs=
Bremy,0,0,512,resistance,199,29,9,4,5,0,0,3,1,3.6666666666666665,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z252X126W195W106W175W186WWY295XWWWWWWY244XWWWWWWW&sn=Christopher%20Bremner%20JTO&obs=
Jonathan VanSickle,0,0,512,scumandvillainy,200,37,11,6,5,0,0,4,0,2.75,http://sb2xws.herokuapp.com/translate/7cad5d4e-3c6a-4ffe-a4af-675f227b8da7
Nathaniel Moore,0,0,512,rebelalliance,200,24,8,8,6,0,0,4,0,3.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z18X234W97WWWW317W71WY46XWWW164WW156Y50XWWY49XWWWW&sn=Nathaniel%20Moore%20JTO&obs=
