listid,faction,totalhealth,totalmainattack,totalagility,totalupgradecount,totaluselesscount,totaluselesscost,shipcount,avginitiative,yasb
morgansd24#1,galacticempire,16,8,8,9,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z197XW114W10W99Y188XW138W99W100WW109Y180X256WW165&sn=Random%20Squad&obs=
morgansd24#2,scumandvillainy,25,10,8,10,2,6,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z84X124WW232WWW94W249W151Y94X133W64WY398XW100WWY130XWWW6WW249&sn=Random%20Squad&obs=
Moriarity#1,firstorder,24,9,6,8,0,0,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z282XW202WW59W194W13W114WY283XW177W136WY242XW186WWWW&sn=Random%20Squad&obs=
Moriarity#2,rebelalliance,26,13,9,8,1,1,5,2.6,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z73XW113W12WW135WW313Y2XW234WW106W142Y56XWWY56XWWY68XW236WW&sn=Random%20Squad&obs=
Mr Al#1,scumandvillainy,35,9,6,5,0,0,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWWWWY115XW135W10WW79WW164WY131XWWWWWY90XWWW59WWWW&sn=Random%20Squad&obs=
Mr Al#2,resistance,23,7,5,13,1,3,3,3.3333333333333335,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z246XW101W243W191W174WW249W193Y300X119W115WW177Y347X186WW136W59WW190W&sn=Random%20Squad&obs=
Mr Sunol#1,resistance,33,10,6,2,0,0,4,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z291XWWWWWWWY246X131WWWWWWWY378XWWWWWW315Y349XWWW&sn=Random%20Squad&obs=
Mr Sunol#2,firstorder,15,8,8,11,1,1,3,5.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383X181W206W99W166Y243X116WWWW113W236Y382X181W178W99W164&sn=Random%20Squad&obs=
MrChainsaw#1,scumandvillainy,21,9,11,10,0,0,4,2.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z150X256W114W134WW163W105Y116X125WWWW86WW166W159WY248X126WY304X&sn=Random%20Squad&obs=
MrChainsaw#2,galacticrepublic,23,8,4,10,1,1,3,4.333333333333333,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z360X115W138W134W86W233W235WY312XWW201WY338XWW54WW252W236&sn=Random%20Squad&obs=
mrdeeds#1,rebelalliance,22,10,6,4,1,2,3,3.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z66XWWWW167Y39XWW88WWW157WY34XWWWWW140W&sn=Random%20Squad&obs=
mrdeeds#2,separatistalliance,30,12,9,4,0,0,5,2.2,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z329XWW98WW237Y325XWWWWY307XWW229Y309XWWY334XWWWW37WWWW&sn=Random%20Squad&obs=
MrImagineer#1,firstorder,26,10,12,7,1,1,5,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259XW100W182W111WY243XWWWWWY259XWWW113W108Y235X116W186WY267XWW&sn=Random%20Squad&obs=
MrImagineer#2,separatistalliance,28,11,9,7,0,0,5,2.6,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XW208WY329XWW311WW237Y334XW12WWWW68WW216WY327XWWW109WY327XWWWW&sn=Random%20Squad&obs=
mrLBX#1,separatistalliance,25,12,10,5,0,0,5,3.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XWWY358XWY335X132WW136WW32WW106W216WY310XWWY327XWWWW&sn=Random%20Squad&obs=
mrLBX#2,scumandvillainy,24,8,7,7,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z84XW113WW11WWW165WY141X206W55W68WWY104XWWWWW94WW&sn=Random%20Squad&obs=
MrMoe#1,galacticempire,15,10,10,4,1,2,4,4.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z199XW114WW247Y211X132W88WWY170XWWY218XW&sn=Random%20Squad&obs=
MrMoe#2,scumandvillainy,21,9,7,6,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z128X37W96WW103WY122X101WWWW166Y147X131WWWW&sn=Random%20Squad&obs=
MSA_JT_OPEN#1,firstorder,20,9,10,6,1,8,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259X318W98W76W240WY268X177WY242XWWWW111WY381XWWW&sn=Random%20Squad&obs=
MSA_JT_OPEN#2,galacticrepublic,24,9,4,5,1,8,3,4.333333333333333,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z273XW226W201WY341XWW76W2WY338X132WWWWW&sn=Random%20Squad&obs=
Msuvivi#1,rebelalliance,20,11,8,10,0,0,4,2.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z8X91W136W2W166W142Y56X120WWY2X116W134W2WW142Y66XWWWW&sn=Random%20Squad&obs=
Msuvivi#2,scumandvillainy,23,11,13,3,1,1,5,3.4,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z135XWWY134XW164WY147XWWW236W163WY398XWWWY95XWW&sn=Random%20Squad&obs=
Mu0n#1,rebelalliance,24,10,7,10,0,0,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z74XW113W12W10W136W166W313Y16XY75XW114WW10W135WWY48XWWW107WW&sn=Random%20Squad&obs=
Mu0n#2,galacticrepublic,18,8,10,7,0,0,4,4.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320X126W100WY315X125W101WY273X251W252WWY312XWW200W&sn=Random%20Squad&obs=
muska4783#1,scumandvillainy,26,12,11,4,0,0,5,2.4,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z142XW16WWWY100X122W134Y159X100WWY247XWY146XWWWWWW&sn=Random%20Squad&obs=
muska4783#2,separatistalliance,21,9,5,11,0,0,3,3.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272X75W12W134W218WW316W108W216WY344X125W222W166WY307XW165W&sn=Random%20Squad&obs=
NaKoaLani#1,galacticempire,23,8,5,9,1,1,3,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X122W82W68W108Y215X124W234W60WW61WW317WWY228X&sn=Random%20Squad&obs=
NaKoaLani#2,scumandvillainy,26,8,5,11,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z81XW113WW12WW93W110W151Y86X119W138W136WW4W70W92WY146XWWWWWW&sn=Random%20Squad&obs=
Nate#1,galacticempire,22,12,13,4,1,2,5,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z182XWY161X126WWW100WWY228XY199XW113WWY172XW113W&sn=Random%20Squad&obs=
Nate#2,rebelalliance,23,8,6,8,0,0,3,4.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17X135WWW90W46WWWY21X126WWWWY34X127W240WW314WW140W&sn=Random%20Squad&obs=
Nathan Skelly#1,galacticempire,18,9,11,5,0,0,4,4.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z194XWW12W102Y220XWY187XW137W100W102WWY222XW&sn=Random%20Squad&obs=
Nathan Skelly#2,scumandvillainy,18,9,10,8,1,1,4,3.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z148XWW234W166WY93XWW236Y249XW165Y113XW55W69WW106WW156&sn=Random%20Squad&obs=
Nemes Bal√zs#1,resistance,21,7,6,13,0,0,3,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z380X102W197W94W104W109W315Y270X124W123W98WY245XW102W191W173WWWW193&sn=Random%20Squad&obs=
Nemes Bal√zs#2,firstorder,17,7,7,13,1,2,3,4.333333333333333,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X181W186W100W165Y243X131W202W311W88W112WY385X125W318W100WW114W&sn=Random%20Squad&obs=
Nic Harris#1,resistance,29,9,6,10,2,3,4,2.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z246X124W99W32W53WW94W236WY380XWW95WWW315Y348X178W191WY352XWWWWWW&sn=Random%20Squad&obs=
Nic Harris#2,firstorder,22,10,10,5,0,0,4,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X256W178WWY385XW202W99WW113WY286XWWY242XWWWWW&sn=Random%20Squad&obs=
Nick Smith#1,firstorder,19,10,11,7,1,3,4,3.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X126WW98W164Y262XWW106Y397XWWWWW249Y384XW186W102W&sn=Random%20Squad&obs=
Nick Smith#2,galacticrepublic,23,9,8,3,0,0,4,4.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320XW102WY338XW135WW253WWY332XWWWY278XWWW&sn=Random%20Squad&obs=
NickArrow#1,resistance,32,9,5,8,1,1,4,2.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346X198W232W234WWW2WY389XWW198WWWW317WW108Y352XWWWWWWY348X186WW&sn=Unsaved%20Squadron&obs=&fbclid=IwAR2_mCL0eB9cyejKPejhHkUU32yLqylxgwe36E1d-Waa4oOk1wB9P_9C70U
NickArrow#2,separatistalliance,23,10,7,7,2,8,4,3.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z326XW102WW109WY311XW208W236Y334XWW134WWWWW216W222Y308XWW&sn=Random%20Squad&obs=
Niklas God#1,scumandvillainy,32,12,9,4,0,0,5,2.6,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z95X125WW164Y132XWW311Y146XWWWWWWY157X126WWWY111XWWWW&sn=Random%20Squad&obs=
Niklas God#2,galacticempire,26,9,8,9,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z172XW112WY166XW13WWWW162Y161XW111W136W101WW144W11Y190X138WWWW&sn=Random%20Squad&obs=
NilsTillander#1,galacticrepublic,19,7,6,10,1,2,3,4.666666666666667,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z340X120W136W54W88W6W165Y273X72W214W200WY333X119WWW&sn=Random%20Squad&obs=
NilsTillander#2,rebelalliance,23,11,10,5,0,0,4,1.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53XW101Y1X234W0WW142Y41XWW41WWWY15X&sn=Random%20Squad&obs=
No Pickles#1,galacticrepublic,30,11,10,2,0,0,5,3.2,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X101WY342XWW53WWWY275XWWWY313XWWWY363XWWWWW&sn=Random%20Squad&obs=
No Pickles#2,rebelalliance,25,12,9,5,0,0,5,3.2,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z65XWWWW167Y76XW11W10W234WW313Y71XWWWWY56XWWY54XWW&sn=Random%20Squad&obs=
Noah Hallett#1,scumandvillainy,23,12,11,3,0,0,5,2.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X134Y112XWWW91WWW156Y159XWWY120XWWWWWY159XWW&sn=Random%20Squad&obs=
Noah Hallett#2,firstorder,28,12,13,4,0,0,5,2.8,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW109Y282XWW30WWWWWY261X202W106Y266XWWY267XWW&sn=Random%20Squad&obs=
Noah Routhier#1,firstorder,14,9,9,6,0,0,3,4.333333333333333,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X124W318W98WY382X132W202WWY237XW178WW&sn=Random%20Squad&obs=
Noah Routhier#2,scumandvillainy,34,9,8,9,1,1,4,1.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400XWWW79W93W106WY91X101W36WWW96WWY118X234WWWW93W236WY151XWWW&sn=Random%20Squad&obs=
Old Man Sam#1,galacticempire,26,7,6,7,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175XW114WW105Y396X133W134WWW54W76W69WWY178XWW&sn=Random%20Squad&obs=
Old Man Sam#2,firstorder,30,10,4,6,0,0,3,2.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285XW318W101WWWY238X177WWW53WWW111WY281XWWWWW12WW&sn=Random%20Squad&obs=
Old Sarge#1,firstorder,22,10,7,7,0,0,3,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z237X319W206WWY384XWW100W108Y251X185WWWW180W12WW&sn=Random%20Squad&obs=
Old Sarge#2,rebelalliance,26,11,7,5,0,0,4,3.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XWW11WW136W105WY12XWWWW165W142Y15XY73XWWWWWW&sn=Random%20Squad&obs=
OmegaLeader#1,firstorder,23,11,14,5,1,1,5,2.8,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z261X178W164Y382X132WWW236Y235XWWY259X177WWWWY263XWW&sn=Random%20Squad&obs=
OmegaLeader#2,scumandvillainy,21,9,9,6,0,0,4,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z99XWY115XW136W232WW86WWW159W8Y398XW101WWY95XWW&sn=Random%20Squad&obs=
Opirian#1,scumandvillainy,27,8,4,11,1,2,3,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z87X115WW136WW9W317WW247Y145X132W138WW86WWWW149WW1Y105XWWWW71WWW&sn=Random%20Squad&obs=
Opirian#2,galacticrepublic,27,9,6,7,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X132W138W134W227WW317W108Y280XW32WWWY320XWWY315XWW&sn=Random%20Squad&obs=
Orpheus_16#1,rebelalliance,24,8,5,6,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17X136WWW90WWW235WY24X113WW4W164Y58XWWW&sn=Random%20Squad&obs=
Orpheus_16#2,firstorder,26,11,9,5,1,1,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281X177WW184WWW232WW236Y268XWY259XWWWWY382XW186WW&sn=Random%20Squad&obs=
Paul Johnson NZ#1,resistance,29,9,6,12,2,4,4,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z349XW186WW249Y295XWW37W174W95WW193Y380XW6WWW108W315Y347X177WW135WWW5W&sn=Random%20Squad&obs=
Paul Johnson NZ#2,rebelalliance,29,10,6,5,1,3,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z63XW111W137WWWWW148Y71XWWW4W167Y69XWWWWY49XWWWW&sn=Random%20Squad&obs=
Paul Owen#1,resistance,30,9,4,7,1,2,3,2.6666666666666665,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z292X114WW188W88WW317WWY253X117WWW175WWWY295XWWW174WWW&sn=Random%20Squad&obs=
Paul Owen#2,galacticempire,24,12,12,6,0,0,5,2.6,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181X128WWY190X137W102WW76WY186XWW109Y224XWY178XW311W&sn=Random%20Squad&obs=
PaulHeaver#1,galacticempire,28,9,7,6,0,0,4,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166X111WWW28WW162Y206X234WWWWWW166Y191XWWW102WWWWY225XW&sn=Random%20Squad&obs=
PaulHeaver#2,scumandvillainy,23,9,8,10,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z86XW137W134W78W8W69WW215Y157X133W102W91W165Y122XWWWWY139XW&sn=Random%20Squad&obs=
Pbpancho#1,rebelalliance,22,9,5,6,0,0,3,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z56X122W99W106Y39XWWWW109W157WY60XW54W&sn=Random%20Squad&obs=
Pbpancho#2,galacticempire,28,8,4,10,2,14,3,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z207X127W134W311WW86W317WW106Y202XW86W164Y215XWWWW38WW316WW&sn=Random%20Squad&obs=
pekka#1,rebelalliance,24,10,7,5,0,0,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z54X132W99W166Y52XWWY60X46W314WY59XWWW&sn=Random%20Squad&obs=
pekka#2,firstorder,18,11,12,3,0,0,4,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386X178WWY384XWW98WY384XW177WWY262XWW&sn=Random%20Squad&obs=
pete lambro#1,galacticrepublic,27,11,11,2,0,0,5,3.6,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320XW99WY277XWW200WY333XWWWY339XWWWWY275XWWW&sn=Random%20Squad&obs=
pete lambro#2,scumandvillainy,20,8,7,7,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z126XW64W96WWW160Y147X131WW135WWY143X206WWW93W&sn=Random%20Squad&obs=
Phillip Pond#1,scumandvillainy,25,12,14,7,0,0,6,2.3333333333333335,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWW68WW249Y94XW30W165Y137X166WY158XW311WW106Y158XWWWY303X&sn=Random%20Squad&obs=
Phillip Pond#2,firstorder,21,9,11,8,0,0,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242X123W178W102WW113W164Y264X133W186WY283XWWWY267XW178W&sn=Random%20Squad&obs=
Phoenixfire1138#1,scumandvillainy,15,8,9,6,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303XY148XW114W136W165W163WY147XW240W136WW&sn=Random%20Squad&obs=
Phoenixfire1138#2,separatistalliance,24,10,7,6,0,0,4,3.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X112W68W70W164WY309XWWY308XWWY272XWW234WWWW106WW&sn=Random%20Squad&obs=
plammi#1,firstorder,18,8,8,8,0,0,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259X206W100W182WW109Y284X117WW136W311Y283X122WWW&sn=Random%20Squad&obs=
plammi#2,galacticempire,23,10,13,7,0,0,5,2.6,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XWW97W88W235W69WY227X116WY163XWW234WWWY394XWW102Y229X&sn=Random%20Squad&obs=
Pmeier#1,rebelalliance,24,10,8,9,2,2,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z32X130W113WW59W236W140Y48X133W317WWW109WY16X108Y73XWWWWWW&sn=Random%20Squad&obs=
Pmeier#2,scumandvillainy,27,9,7,7,0,0,4,2.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z108X232W101W20W71WW106WY159X101WWY86XWWW85WWWWY141XWWWW&sn=Random%20Squad&obs=
PorgAndy#1,resistance,27,9,6,10,0,0,4,2.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X118WW230W247Y260X113W177W245WW187W316W71WY347XWWW59WWWY350XWWW&sn=Random%20Squad&obs=
PorgAndy#2,firstorder,13,9,9,7,0,0,3,4.666666666666667,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384XW206W99W247Y381X116WW99WY237X124WWW100&sn=Random%20Squad&obs=
PorgHealy#1,firstorder,18,9,11,10,1,1,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383X133W178W98W236Y261X178W247Y290X186W164Y385X181WWWW112W&sn=Random%20Squad&obs=
PorgHealy#2,scumandvillainy,23,7,6,10,0,0,3,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z117XW136W12W36WWWWY105X115W232W99W47WWW247W153WY141X206WWWW&sn=Random%20Squad&obs=
PorgLeader#1,resistance,27,8,5,7,1,7,3,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387XW116W101W198Y292X240WWW90W189WWW103Y246XWWWWWWW&sn=Random%20Squad&obs=
PorgLeader#2,scumandvillainy,20,10,10,5,0,0,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141X206W37WWWY147X123W240WWW163WY151XWWWY93XWW&sn=Random%20Squad&obs=
PoultryBane#1,galacticempire,19,9,10,12,0,0,4,2.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z163X132W113W234W99W105W144W232Y226X105Y213X82W316W166Y175XW240WW&sn=Random%20Squad&obs=
PoultryBane#2,resistance,28,9,6,7,0,0,4,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XW177WW90WWW316WY347XW232W136WWW196WY350X124WWWY349XWWW&sn=Random%20Squad&obs=
Preston B#1,galacticrepublic,28,10,6,4,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z333XW111WWY340X133WWWW226WY315XWWY280XWWW2W&sn=Random%20Squad&obs=
Preston B#2,separatistalliance,26,13,12,4,0,0,6,2.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z328X112W223WW237Y324XWW221WWY307XWWY337XWWY325XWWWWY311XWW&sn=Random%20Squad&obs=
PsychJ7#1,firstorder,28,11,12,4,1,1,5,2.2,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259X177W101WWW236Y269XWY285XWWWW240WY386XWWY285XWWWWW&sn=Random%20Squad&obs=
PsychJ7#2,rebelalliance,24,8,4,8,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z62X72W114W135W137WW23WWWY48X115WWWWW156Y46X127WWWWW&sn=Random%20Squad&obs=
ptown#1,rebelalliance,30,9,2,5,0,0,3,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z28XW137W134W4WW71W87Y64XWWWWWWWY59XWWW&sn=Random%20Squad&obs=
ptown#2,separatistalliance,23,12,11,6,1,7,5,3.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z337XWWY357XW124Y305XWWW229Y327X134WWW165W237Y279X102WW&sn=Random%20Squad&obs=
Punkheadphones#1,resistance,30,10,8,11,2,1,5,1.6,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z348X186WWY379XW54W92W106W108W315Y346XW13W234WW245W195W109Y352XWWWWWWY345XWWW&sn=Random%20Squad&obs=
Punkheadphones#2,rebelalliance,24,8,8,6,0,0,4,3.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z18X234WW102WWW317W71WY46XWWW164WW156Y50XWWY49XWWWW&sn=Random%20Squad&obs=
Quack_Shot#1,resistance,27,9,8,4,0,0,4,4.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z271XWW101W177Y239XWWWY347X177WWWWWWY245XWWWWWWW193&sn=Random%20Squad&obs=
Quack_Shot#2,galacticrepublic,26,9,7,7,1,1,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361X138WWW252W69W108Y314X212W6WWY339XWWWW106Y322XWWW&sn=Random%20Squad&obs=
Quentin Keller#1,galacticempire,29,11,11,7,0,0,5,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z227X122W249Y204X128WWWWWWW109Y172XWWY208XW311WWW69W68WY167XWWWWW&sn=Random%20Squad&obs=
Quentin Keller#2,separatistalliance,22,12,10,6,1,1,4,3.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z356XW133Y358X131WY355XWY336XW135W37WWW236WW223&sn=Random%20Squad&obs=
R2Whistler#1,galacticempire,17,9,11,6,1,8,4,4.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z212X126W76WW164Y174X131W111WWY219XWY394XWW101&sn=Random%20Squad&obs=
R2Whistler#2,firstorder,22,9,7,8,0,0,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z282X186W185W32W183W180W232WWY237X118W206WWY268XW&sn=Random%20Squad&obs=
Raph#1,firstorder,20,9,7,10,1,1,3,4.666666666666667,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383X119W202W101WY282XW186W179WWW232W114W110Y233XW206W108&sn=Random%20Squad&obs=
Raph#2,rebelalliance,28,8,5,2,0,0,3,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z45XWWWWWWY21XWWWWY18XWWW84W46WWW&sn=Random%20Squad&obs=
RaptorRitter13#1,galacticrepublic,22,8,8,5,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z274X75W252WWY359XWWWW5W316WY323X114WWY315XWW&sn=Random%20Squad&obs=
RaptorRitter13#2,separatistalliance,28,11,6,4,0,0,4,2.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z310X101W208WY307X222WWY336XW234WWWWWWY272XWWWWWWWW&sn=Random%20Squad&obs=
rc4b2#1,scumandvillainy,32,11,8,4,0,0,4,2.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z249X256W249Y128X53WWWWY128XWW92WWY131XWWWWW&sn=Random%20Squad&obs=
rc4b2#2,separatistalliance,24,10,8,11,1,1,4,2.75,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z355X118W108Y334XWW135W59W219WW110WW220Y327X134W98WWW237Y327XW100WWW&sn=Random%20Squad&obs=
RealityLemon#1,galacticempire,24,9,9,11,2,2,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z171XW240W98Y171X73W112WY167X112WW59WW236W162Y207XWWW99WWW317W109&sn=Random%20Squad&obs=
RealityLemon#2,galacticrepublic,25,10,10,8,1,1,5,3.4,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z318X131WW236Y316XWW211Y319XW166Y322X127W114W252W134Y320XWW&sn=Random%20Squad&obs=
RebelJP#1,rebelalliance,27,9,6,8,0,0,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z391X115W112W11W13W135WWY20XW102WWWWWWY49XWWWWY70X72W59WWW&sn=Random%20Squad&obs=
RebelJP#2,galacticempire,32,7,3,8,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z192X112W136W98W100WWWW166Y161XWWW98WWY216XWWW59WWW110W&sn=Random%20Squad&obs=
RebelMando#1,scumandvillainy,31,9,7,6,1,8,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z109XWWWW247WY116XW134WW66WWW109WY91XW54WWWWW152Y303X&sn=Random%20Squad&obs=
RebelMando#2,rebelalliance,30,11,8,5,0,0,5,2.6,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z76XW11W10WWWY72XW46WWWY17XWWWWW70WWY55XW311WY56XWW&sn=Random%20Squad&obs=
RebelRogue#1,rebelalliance,21,10,10,5,1,3,4,2.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z41X100W81W23W249W157WY15XY55XWWY52XWW&sn=Random%20Squad&obs=
RebelRogue#2,firstorder,22,10,10,5,0,0,4,3.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z287X125WW135W102Y285X126WWWW112WY384XWWWY397XWWWWW&sn=Random%20Squad&obs=
